"","T_MAPCODE","tar_sa","tar_gbf","ext_veg","ext_vegpa18","ext_vegrempa18","ext_invpa18","prp_pa_base18","ext_tar_sa","ext_tar_gbf","epl_base18","epl_nat18","ext_vegrempa_inv18","epl_nat_inv18"
"424","SVl13",24,30,109.4832,19.932,16.5352,0.8848,0.182055329036784,26.275968,32.84496,"MP","MP",15.91584,"MP"
"425","SVl14",19,30,1381.2076,427.9956,380.8692,2.4176,0.309870579918616,262.429444,414.36228,"WP","WP",379.17688,"WP"
"426","SVl15",24,30,1345.808,1330.9564,1330.07,0,0.988964547691796,322.99392,403.7424,"WP","WP",1330.07,"WP"
"427","SVl16",24,30,1303.518,119.7632,116.7736,5.0176,0.0918769054205619,312.84432,391.0554,"PP","PP",113.26128,"PP"
"428","SVl17",24,30,127.574,1.7092,0.8888,0,0.0133977142677975,30.61776,38.2722,"PP","NP",0.8888,"NP"
"429","SVl18",19,30,1124.394,179.8856,175.9248,0.0412,0.159984489422747,213.63486,337.3182,"MP","MP",175.89596,"MP"
"430","SVl19",19,30,152.9456,29.754,29.3316,0.1724,0.194539757927001,29.059664,45.88368,"WP","WP",29.21092,"WP"
"431","SVl2",19,30,183.8536,181.9316,181.912,0,0.989546030102212,34.932184,55.15608,"WP","WP",181.912,"WP"
"432","SVl20",19,30,1645.1236,329.1732,209.4048,7.4224,0.200090254616735,312.573484,493.53708,"WP","MP",204.20912,"MP"
"433","SVl21",19,30,335.0944,137.712,137.3528,1.6688,0.410964790817155,63.667936,100.52832,"WP","WP",136.18464,"WP"
"434","SVl22",19,30,4770.6844,383.198,357.4224,6.6916,0.0803234856617218,906.430036,1431.20532,"PP","PP",352.73828,"PP"
"435","SVl23",19,30,7094.574,1282.9144,1232.7728,20.7016,0.18083036416281,1347.96906,2128.3722,"MP","MP",1218.28168,"MP"
"436","SVl24",19,30,694.624,0,0,0,0,131.97856,208.3872,"NP","NP",0,"NP"
"437","SVl25",25,30,660.6212,111.2712,103.32,0.0008,0.168434194966798,165.1553,198.18636,"MP","MP",103.31944,"MP"
"438","SVl26",25,30,703.61,48.55,46.86,0,0.0690012933301118,175.9025,211.083,"PP","PP",46.86,"PP"
"439","SVl27",24,30,539.908,107.8216,92.7764,3.0284,0.199703653214992,129.57792,161.9724,"MP","MP",90.65652,"MP"
"440","SVl3",19,30,15822.7516,6303.2856,6233.5276,0.432,0.398368486047648,3006.322804,4746.82548,"WP","WP",6233.2252,"WP"
"441","SVl4",19,30,786.1288,486.0096,485.3432,0,0.61823151626044,149.364472,235.83864,"WP","WP",485.3432,"WP"
"442","SVl5",19,30,2855.0596,2254.9828,2250.0324,0,0.789819869259472,542.461324,856.51788,"WP","WP",2250.0324,"WP"
"443","SVl6",19,30,760.2468,760.034,757.6096,0.0364,0.999720090896798,144.446892,228.07404,"WP","WP",757.58412,"WP"
"444","SVl7",19,30,323.4536,22.8992,22.7188,0,0.0707959348728844,61.456184,97.03608,"PP","PP",22.7188,"PP"
"445","SVl8",19,30,3399.5656,147.5124,110.5212,4.6368,0.0433915439078452,645.917464,1019.86968,"PP","PP",107.27544,"PP"
"446","SVl9",19,30,3562.4732,216.0396,109.6828,11.678,0.0606431509435636,676.869908,1068.74196,"PP","PP",101.5082,"PP"
"447","SVmp1",19,30,8797.3088,1094.0588,1032.6028,0.002,0.124362896071126,1671.488672,2639.19264,"MP","MP",1032.6014,"MP"
"448","SVmp2",19,30,2785.7408,835.5156,828.4288,0.0248,0.299925822244482,529.290752,835.72224,"WP","WP",828.41144,"WP"
"449","SVmp3",19,30,277.0592,277.0536,276.9064,0.0424,0.99997978771324,52.641248,83.11776,"WP","WP",276.87672,"WP"
"450","SVmp4",19,30,2805.3784,2798.3128,2794.0396,0,0.997481409281543,533.021896,841.61352,"WP","WP",2794.0396,"WP"
"451","SVmp5",19,30,5317.0804,3735.904,3725.5032,0,0.702623191479294,1010.245276,1595.12412,"WP","WP",3725.5032,"WP"
"452","SVmp6",19,30,3154.1124,1185.3232,1181.5552,0,0.375802460305473,599.281356,946.23372,"WP","WP",1181.5552,"WP"
"453","SVmp7",19,30,2225.5536,1438.9028,1431.2184,0,0.646537023417454,422.855184,667.66608,"WP","WP",1431.2184,"WP"
"454","SVmp8",19,30,310.438,310.438,310.294,0,1,58.98322,93.1314,"WP","WP",310.294,"WP"
"455","SVs1",25,30,2706.5924,12.6572,11.5096,0.0208,0.00467643373268912,676.6481,811.97772,"NP","NP",11.49504,"NP"
"456","SVs2",25,30,2215.6012,66.5624,57.3664,0.06,0.0300425906972789,553.9003,664.68036,"PP","PP",57.3244,"PP"
"457","SVs3",25,30,1533.5048,13.2084,7.25,0.2132,0.00861321073139125,383.3762,460.05144,"NP","NP",7.10076,"NP"
"458","SVcb29",19,30,388.1768,97.9996,96.5524,0,0.252461249616154,73.753592,116.45304,"WP","WP",96.5524,"WP"
"459","SVcb4",24,30,4122.4704,295.7732,278.1896,0.5032,0.0717465915583044,989.392896,1236.74112,"PP","PP",277.83736,"PP"
"460","Gh13",24,30,3766.2224,56.1984,54.3956,0,0.0149216891705599,903.893376,1129.86672,"PP","PP",54.3956,"PP"
"461","SVcb5",24,30,367.1036,347.3172,342.7236,0,0.946101318537873,88.104864,110.13108,"WP","WP",342.7236,"WP"
"462","Gh14",24,30,9187.4096,76.26,59.4476,0.0016,0.00830048983556802,2204.978304,2756.22288,"NP","NP",59.44648,"NP"
"463","SVcb3",19,30,1332.022,33.6308,19.0936,0.2104,0.0252479313404734,253.08418,399.6066,"PP","PP",18.94632,"PP"
"464","Gm2",28,30,720.6988,0,0,0,0,201.795664,216.20964,"NP","NP",0,"NP"
"465","SVk3",16,30,1366.9324,27.4284,12.3924,0,0.0200656594283668,218.709184,410.07972,"PP","PP",12.3924,"PP"
